"","area","I","Ie","Is","Ise","W","We","Ws","Wse","rich","endem","jtopol","jtip"
"555","Caurel, Formigueiros",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"556","Caurel, Rogueira",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"557","Cauterets, Estacion 9 ",5,2.5,0,0,4.571,2.286,0.001,0.001,2,0,0,0
"558","Caxias de sur, Ana Rech, Faxinal",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"559","Cebolledo, Puerto de San Isidro",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"560","Cedeira",14,7,0.001,0.001,4.208,2.104,0.001,0.001,2,0,0,0
"561","Cedillo de la Torre",3,1,0,0,7.071,2.357,0.001,0.001,3,0,0,0
"562","Ceja de El Alto, 58 km N de La Paz",6,3,0.001,0,3.021,1.51,0.001,0,2,0,0,0
"563","Centro Medico Geriatrico Harzfeld",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"564","Cerca a la Farmacia Aranykigyo",10,10,0.001,0.001,1.636,1.636,0,0,1,0,0,0
"565","Cerca de 3 millas Challenge, Arroyo Indian ",4,1,0,0,6.785,1.696,0.001,0,4,0,0,0
"566","Cerca de Espiel, Sierra del Castillo, Almendro",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"567","Cerca de Kalama",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"568","Cerca de San Vito y Las Cruces ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"569","Cerca de Tekoa, Washington",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"570","Cerro Abejonal",34,11.333,0.003,0.001,3.961,1.32,0.001,0,3,0,0,0
"571","Cerro Apante, al sureste de Ciudad Matagalpa",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"572","Cerro Atacaso, Estacion radiotelefonico",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"573","Cerro Azul ",18,9,0.002,0.001,2.786,1.393,0,0,2,0,0,0
"574","Cerro Begonia",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"575","Cerro Buenavista, Paramo alrededor torres del ICE",5,2.5,0,0,3.125,1.562,0.001,0,2,0,0,0
"576","Cerro Cacique ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"577","Cerro Calero, Campillo de Deleitosa",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"578","Cerro Campana, Trujillo",2,2,0,0,1.059,1.059,0,0,1,1,0,0
"579","Cerro Carrasca",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"580","Cerro Chayote",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"581","Cerro Conga, Cordillera de Chalupas",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"582","Cerro Copete",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"583","Cerro Corazon, entre Hacienda La Granja y Hacienda El Pongo en carretera a Aloag",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"584","Cerro Culiacan",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"585","Cerro Danforth, W de Montes Devil's Hole ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"586","Cerro de Akabana",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"587","Cerro de Celica, Celica-Guachanama, Km 14-18",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"588","Cerro de Esquihuil",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"589","Cerro de la Cruz, 6 Km al N de Tepotzotlan ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"590","Cerro de la Higuera",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"591","Cerro de la Muerte",7,2.333,0.001,0,4.836,1.612,0.001,0,3,0,0,0
"592","Cerro de Yedra",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"593","Cerro del Boqueron",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"594","Cerro del Burro, Santa Clara del Cobre",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"595","Cerro del Gallinazo, Motañas del Este de Caldas",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"596","Cerro del Padre Amaya, sector Antenas repetidoras ",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"597","Cerro El aguila  Lagunillas",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"598","Cerro El Campanero, 25 km antes de las microondas",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"599","Cerro El Guaxan ",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"600","Cerro El Ocote",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"601","Cerro El Picacho, Santa Lucia",35,11.667,0.003,0.002,4.122,1.374,0.001,0,3,0,0,0
"602","Cerro El Uyuca",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"603","Cerro El Viejo",5,1.25,0,0,4.92,1.23,0.001,0,4,0,0,0
"604","Cerro El Zopilote ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"605","Cerro Enandio",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"606","Cerro Gold ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"607","Cerro Gramalote",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"608","Cerro Grande",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"609","Cerro Hermoso",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"610","Cerro La Peña, 5 km al sureste del ejido La Libertad",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"611","Cerro La Torrecilla, O de El Enebro",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"612","Cerro Las Peñitas",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"613","Cerro Laughlin",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"614","Cerro Leon, Camino hacia Fila Aguabuena",34,17,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"615","Cerro Macuiltepec",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"616","Cerro Mancondiu",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"617","Cerro Mollejon, Chabasquen",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"618","Cerro Mombachito",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"619","Cerro Monserrat, oeste de Yuscaran",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"620","Cerro Musun, 8 km de la Poblacion Wanawas, Rio Bilampi",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"621","Cerro Negro",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"622","Cerro Nielol",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"623","Cerro Palmira",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"624","Cerro Perales, 5 km E de Taltal",1,1,0,0,1,1,0,0,1,0,0,0
"625","Cerro Pinguical ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"626","Cerro Punta y Bambito",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"627","Cerro Quiabu ",34,11.333,0.003,0.001,3.961,1.32,0.001,0,3,0,0,0
"628","Cerro Quinceo ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"629","Cerro Respingo, NE de Cerro Punta ",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"630","Cerro Sakira",4,4,0,0.001,2,2,0,0,1,0,0,0
"631","Cerro San Felipe, al S de San Cristobal",13,2.6,0.001,0,6.12,1.224,0.001,0,5,0,0,0
"632","Cerro San Marcos ",2,1,0,0,2.585,1.292,0,0,2,0,0,0
"633","Cerro Santa Barbara, Chuquiribamba",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"634","Cerro Sara Urcu",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"635","Cerro Sozoranga, Colaisaca-Utuana, Km 05 de PREDESUR",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"636","Cerro Tariaqueri ",17,8.5,0.002,0.001,2.7,1.35,0,0,2,0,0,0
"637","Cerro Tejon, 1 Km N de El Parian",3,1.5,0,0,2.486,1.243,0,0,2,0,0,0
"638","Cerro Teotepec",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"639","Cerro Tisey",34,17,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"640","Cerro Turrubares",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"641","Cerro Tute",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"642","Cerro Uritusinga, Loja-La Palma Km 18-20",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"643","Cerro Villonaco, Loja-Pedestal-La Toma",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"644","Cerro Volcan de Somoto",2,1,0,0,2.325,1.163,0,0,2,0,0,0
"645","Cerro Yanguan, NE de Pindilig",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"646","Cerro Zamorano ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"647","Cerro Zirate ",2,1,0,0,2.7,1.35,0,0,2,0,0,0
"648","Cerros al Noreste de Lae",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"649","Cerros Calla Calla",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"650","Cerros de Caraigres, entre Quebrada Pilas y Quebrada Ceniza",34,11.333,0.003,0.001,4.036,1.345,0.001,0,3,0,0,0
"651","Cerros de Piul",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"652","Cerros de San Rafael",33,16.5,0.003,0.002,2.761,1.381,0,0,2,0,0,0
"653","Cerros de Toledo, carretera de Toledo a Navahermosa",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"654","Cerros Escazu-La Carpintera, rio Tarbaca",36,9,0.003,0.001,5.598,1.399,0.001,0,4,0,0,0
"655","Cervantes, Bosque dos Cavanios",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"656","Chalchihuitan",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"657","Changbin",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"658","Chapulhuacan, 13 km al N",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"659","Charazani",1,1,0,0,1,1,0,0,1,0,0,0
"660","Charrales y potreros por el Rio Tures",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"661","Cheche",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"662","Cheyenne, 475 millas S",10,10,0.001,0.001,1.636,1.636,0,0,1,0,0,0
"663","Chiabal",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"664","Chical",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"665","Chilanshan",1,1,0,0,2,2,0,0,1,0,0,0
"666","Chiliting-Nanshan",1,1,0,0,2,2,0,0,1,0,0,0
"667","Chipinque Mesa, SW de Monterrey",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"668","Chiquilistlan ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"669","Chozas de Canales a Fuensalida, Vallehermoso",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"670","Chuhuichupa",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"671","Chungyangchien",6,2,0.001,0,12,4,0.002,0.001,3,0,0,0
"672","Chunyantsun",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"673","Chushan",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"674","Cicujano",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"675","Cimatario ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"676","Circo del Gargantan, al pie del Risco Negro",1,1,0,0,2,2,0,0,1,0,0,0
"677","Circo Zapatilla, Tobazo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"678","Ciudad College",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"679","Ciudad Lago Salt",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"680","Clervaux",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"681","Club de Golf Ga´ash",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"682","Coajomulco",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"683","Coalcoman de Vasquez Pallares ",34,17,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"684","Coin",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"685","Coin, Sierra Alpujata, Cabecera rio Pereira",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"686","Cointzio ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"687","Colasay",3,1.5,0,0,2.695,1.348,0,0,2,0,0,0
"688","Colinas de Sierra Nevada por los bancos del Arroyo Jackson ",3,1,0,0,7.2,2.4,0.001,0.001,3,0,0,0
"689","Collado Ceresa",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"690","Colmenar a Villaconejos",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"691","Colonia Vincente Guerrero en la carretera a Finca Cuxtepec",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"692","Colorado, 35 millas NE de Radium",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"693","Colorado, 45 millas W de Pradera Stove ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"694","Colorado, a lo largo del camino Norte de Arroyo Indian ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"695","Colorado, Bosque Nacional Arapaho, 1 millas SE de Cottonwood ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"696","Colusa, Valle Bear ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"697","Coma de Gelada",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"698","Comaltepec, La Esperanza",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"699","Comarca de Cijara, Valdeperdices",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"700","Comayagüela, orilla Rio Choluteca",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"701","Compañía de Asfalto Poe Asphalt, Pullman",2,1,0,0,4.636,2.318,0.001,0.001,2,0,0,0
"702","Comuna Matiavi-Salinas, Peña Blanca ",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"703","Concordia",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"704","Condado de Chelan",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"705","Condado Madison",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"706","Condega, Cerro El Fraile, a 25 km al oeste del Albergue Cantagallo",34,11.333,0.003,0.001,3.961,1.32,0.001,0,3,0,0,0
"707","Confluencias Rios Bella Vista y Coton ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"708","Conil, Fuente del Gallo",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"709","Contra Costa, Montaña Diablo",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"710","Cordillera Carpish Y, por encima del tunel en la carretera de Huanuco a Tingo Maria",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"711","Cordillera Colan, noreste de La Peca",3,1.5,0,0,2.184,1.092,0,0,2,0,0,0
"712","Cordillera de los Llanganates, Base de Cerro Hermoso ",4,1,0,0,4.176,1.044,0.001,0,4,0,0,0
"713","Cordillera de los Llanganates, desde el Rio Millin hasta la colina Ashpachaca ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"714","Cordillera de los Llanganates, Laguna Chaloacocha",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"715","Cordillera de los Llanganates, Loma entre Rio Muyu, Rio Toro y Rio Verde Grande",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"716","Cordillera de los Llanganates, Machay, Rio Verde ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"717","Cordillera de los Llanganates, Paramo de Sogillas-Valle de los Frailejones",2,1,0,0,2.059,1.029,0,0,2,0,0,0
"718","Cordillera de los Llanganates, SW de Laguna Encantada ",5,1.25,0,0,4.301,1.075,0.001,0,4,0,0,0
"719","Coroico",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"720","Corregimiento Virolin, finca La Sierra",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"721","Cortes de la Frontera, Loma de los Arrieros",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"722","Cosautlan de Carnaval ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"723","Cottonwood, carretera entre Moro y Condon en Grakes ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"724","Cowiche, 6 millas oeste de Yakima",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"725","Coyoacan ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"726","Coyotes ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"727","Crater del Boqueron, Volcan de San Salvador",5,1.25,0,0,4.736,1.184,0.001,0,4,0,0,0
"728","Cresta Buck",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"729","Cresta de la Sierra, cerca de la estación de microondas de La Mina",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"730","Cresta Norte Kaufman",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"731","Cresta Otter",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"732","Cresta Otter ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"733","Crucero Agua Blanca",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"734","Cruz de Ocote ",34,17,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"735","Cuellar, Rio Cega",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"736","Cuenca - Machala, km 22, despues de Patachoca",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"737","Cuenca - Molleturo, km 20",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"738","Cuenca Arroyo Pine, Montañas Warner ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"739","Cuenca del Pirris-Damas, Peña Negra",33,16.5,0.003,0.002,2.836,1.418,0.001,0,2,0,0,0
"740","Cuenca del Tempisque",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"741","Cuenca Pintumayu, Parque Nacional Tunari",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"742","Cuentla",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"743","Cueramaro ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"744","Cuesta de Huazmazotla ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"745","Cuesta de la Reina, Aranjuez",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"746","Cuesta de subida al Santuario, Villa de Ves, Albacete",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"747","Cueto Negro",7,2.333,0.001,0,7.393,2.464,0.001,0.001,3,0,0,0
"748","Cueva de la Pileta",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"749","Cuevecillas, cercania al campamento de la UCODEFO ",2,2,0,0,1.2,1.2,0,0,1,0,0,0
"750","Cumbe - Oña, km 20",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"751","Cumbre Gavia",26,8.667,0.002,0.001,4.17,1.39,0.001,0,3,0,0,0
"752","Cumbre Papal, entre Cuilco y Ixmoqui",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"753","Cumbre Springs, 5 millas NW de Montaña de Nieve",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"754","Cumbres de Maltrata, Encinar",8,8,0.001,0.001,1.385,1.385,0,0,1,0,0,0
"755","Cupatitzio Esthidro ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"756","Dabeiba",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"757","Daliowa",1,1,0,0,2,2,0,0,1,0,0,0
"758","de Boaco hacia Camoapa",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"759","De Dos Hermanas a Sevilla",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"760","de La Serena a Castuera",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"761","De Piñalito a Dos Hermanas, Ruta Nacional 14 ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"762","Debajo Base Militar, La Pandera, Los Villares",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"763","Deerfield",11,5.5,0.001,0.001,3.273,1.636,0.001,0,2,0,0,0
"764","Dehesa de Valdeobispo, Almaraz",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"765","Delta del Ebro, entre la Laguna de la Platjola y la Aufacada",3,1.5,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"766","Dent de Vaulion",1,1,0,0,2,2,0,0,1,0,0,0
"767","Desembocadura del Barranquet",1,1,0,0,2,2,0,0,1,0,0,0
"768","Desfiladero del Cares",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"769","Desierto de los Leones",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"770","Diria, Cerros Brujo",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"771","Distrito de Braila, Lacul Sarat",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"772","Division entre Cascada y Lago Warm ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"773","Donana, Parque Nacional de Donana",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"774","Dreischwestern",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"775","Dunas Juniper ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"776","Duraznitos, 8 Km de La Guajolota",2,2,0,0,1.2,1.2,0,0,1,0,0,0
"777","Ebanito",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"778","Ein kinya",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"779","Ejido Hacienditas, paraje Bajio de Vacas",4,2,0,0,3,1.5,0.001,0,2,0,0,0
"780","El Arco, Cañaveral",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"781","El Burgo",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"782","El Butano, Ejido La Trinidad",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"783","El Caballero",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"784","El Canton ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"785","El Capulin",19,6.333,0.002,0.001,3.986,1.329,0.001,0,3,0,0,0
"786","El Capulin, Cañada que va a tres Gobernadores",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"787","El Carrizo",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"788","El Castell de Guadalest",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"789","El Castillo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"790","El Castillo, Boca de Sabalos, Estacion de Investigacion La Lupe",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"791","El Cerezo",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"792","El Colmenar",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"793","El Corazon, entre Quevedo y Latacunga ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"794","El Coro, 10 Km NO de Caltepec, 6 Km SE de Santiago Acatepec",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"795","El Dalles",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"796","El Dorado, carretera al Gran Cañon ",3,1,0,0,5.585,1.862,0.001,0,3,0,0,0
"797","El Durazno",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"798","El Ejido, Punta del Sabinar",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"799","El Embocadero",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"800","El Faro, San Juan Bautista Cuicatlan",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"801","El Fendek",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"802","El Fresno ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"803","El Hatillo, 15 km NE Tegucigalpa",33,16.5,0.003,0.002,2.836,1.418,0.001,0,2,0,0,0
"804","El Jardin ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"805","El Jazmin",33,16.5,0.003,0.002,2.836,1.418,0.001,0,2,0,0,0
"806","El Llano ",3,1.5,0,0,2.486,1.243,0,0,2,0,0,0
"807","El Lobo",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"808","El Maguey, 161 km al N",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"809","El Marchal de Enix",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"810","El Ocotal, 4 km al S de la ciudad de Matagalpa",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"811","El Palmito",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"812","El Pantano, 501 km al S",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"813","El Pedregal ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"814","El Pelado",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"815","El Pilar ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"816","El Pong",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"817","El Porvenir, camino a Santa Clara",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"818","El Ranchito, Parque Nacional Cañon del Sumidero",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"819","El Rincon",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"820","El Rodeo, fila Diamante",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"821","El Sabinar Albacete",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"822","El Sabinito ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"823","El Saltillo, Rancho del Gallo",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"824","El Salto ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"825","El Sotano Colorado ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"826","El Tanque ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"827","El Tejamanil",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"828","El Temascal ",16,16,0.002,0.002,1.5,1.5,0,0,1,0,0,0
"829","El Temascal, Reserva de la Biosfera La Michilia",40,6.667,0.004,0.001,8.758,1.46,0.002,0,6,0,0,0
"830","El Tonanejo, Medina Sidonia",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"831","El Toro",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"832","El Valle de Anton ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"833","El Viso, desembocadura del Rio Guadamatilla",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"834","Elon",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"835","Elorz",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"836","Eloxochitlan, 8 km al E",3,1.5,0,0,2.761,1.381,0,0,2,0,0,0
"837","Embalse de Penarrubia",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"838","Embalse de Rumblar",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"839","En la carretera 14, 117 millas al este de Faro Rock",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"840","En Olivares, cerca de Badajoz",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"841","Enguidanos",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"842","Entrada Monumento Nacional Pinaculos ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"843","Entre Conquista y Torrecampo",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"844","Entre El Hato y Bambito",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"845","Entre La Vega y Muriellos",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"846","Entre las vias 3328 y 251 al norte de la Montaña Grendah",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"847","Entre Los Planes de Hornito y Lago Fortuna",1,1,0,0,1.125,1.125,0,0,1,0,0,0
